DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSISTENCIAL DA STS SÃO MIGUEL E ITAIM PAULISTA - TA-040/2020 A TA-045/2020;CASA DE SAÚDE SANTA MARCELINA;AMA/UBS INTEGRADA JARDIM DAS OLIVEIRAS;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JUN 2020;MÉDICO CLÍNICO;12;2;24;;2;;24;0
REDE ASSISTENCIAL DA STS SÃO MIGUEL E ITAIM PAULISTA - TA-040/2020 A TA-045/2020;CASA DE SAÚDE SANTA MARCELINA;AMA/UBS INTEGRADA JARDIM DAS OLIVEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;JUN 2020;AGENTE COMUNITÁRIO DE SAÚDE;40;20;800;;20;;800;0
REDE ASSISTENCIAL DA STS SÃO MIGUEL E ITAIM PAULISTA - TA-040/2020 A TA-045/2020;CASA DE SAÚDE SANTA MARCELINA;AMA/UBS INTEGRADA JARDIM DAS OLIVEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;JUN 2020;ASSISTENTE SOCIAL;30;1;30;;1;;30;0
REDE ASSISTENCIAL DA STS SÃO MIGUEL E ITAIM PAULISTA - TA-040/2020 A TA-045/2020;CASA DE SAÚDE SANTA MARCELINA;AMA/UBS INTEGRADA JARDIM DAS OLIVEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;JUN 2020;DENTISTA;20;2;40;;2;;40;0
REDE ASSISTENCIAL DA STS SÃO MIGUEL E ITAIM PAULISTA - TA-040/2020 A TA-045/2020;CASA DE SAÚDE SANTA MARCELINA;AMA/UBS INTEGRADA JARDIM DAS OLIVEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;JUN 2020;ENFERMEIRO;40;1;40;;9;;360;320
REDE ASSISTENCIAL DA STS SÃO MIGUEL E ITAIM PAULISTA - TA-040/2020 A TA-045/2020;CASA DE SAÚDE SANTA MARCELINA;AMA/UBS INTEGRADA JARDIM DAS OLIVEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;JUN 2020;ENFERMEIRO;30;6;180;;;;;-180
REDE ASSISTENCIAL DA STS SÃO MIGUEL E ITAIM PAULISTA - TA-040/2020 A TA-045/2020;CASA DE SAÚDE SANTA MARCELINA;AMA/UBS INTEGRADA JARDIM DAS OLIVEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;JUN 2020;FARMACÊUTICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MIGUEL E ITAIM PAULISTA - TA-040/2020 A TA-045/2020;CASA DE SAÚDE SANTA MARCELINA;AMA/UBS INTEGRADA JARDIM DAS OLIVEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;JUN 2020;FISIOTERAPEUTA;30;1;30;;1;;30;0
REDE ASSISTENCIAL DA STS SÃO MIGUEL E ITAIM PAULISTA - TA-040/2020 A TA-045/2020;CASA DE SAÚDE SANTA MARCELINA;AMA/UBS INTEGRADA JARDIM DAS OLIVEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;JUN 2020;FONOAUDIÓLOGO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MIGUEL E ITAIM PAULISTA - TA-040/2020 A TA-045/2020;CASA DE SAÚDE SANTA MARCELINA;AMA/UBS INTEGRADA JARDIM DAS OLIVEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;JUN 2020;MÉDICO CLÍNICO;12;15;180;;5;;60;-120
