DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSIST. D.A. V. PRUDENTE/S. LUCAS  DA STS V. PRUDENTE/SAPOPEMBA - TA-026/2020 A TA-028/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES JARDIM GUAIRACÁ;AMA - ESPECIALIDADES;JAN 2020;ASSISTENTE SOCIAL;30;2;60;;2;;60;0
REDE ASSIST. D.A. V. PRUDENTE/S. LUCAS  DA STS V. PRUDENTE/SAPOPEMBA - TA-026/2020 A TA-028/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES JARDIM GUAIRACÁ;AMA - ESPECIALIDADES;JAN 2020;ENFERMEIRO;36;3;108;;3;;108;0
REDE ASSIST. D.A. V. PRUDENTE/S. LUCAS  DA STS V. PRUDENTE/SAPOPEMBA - TA-026/2020 A TA-028/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES JARDIM GUAIRACÁ;AMA - ESPECIALIDADES;JAN 2020;ENFERMEIRO;40;2;80;;1;;40;-40
REDE ASSIST. D.A. V. PRUDENTE/S. LUCAS  DA STS V. PRUDENTE/SAPOPEMBA - TA-026/2020 A TA-028/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES JARDIM GUAIRACÁ;AMA - ESPECIALIDADES;JAN 2020;FARMACÊUTICO;40;1;40;;1;;40;0
REDE ASSIST. D.A. V. PRUDENTE/S. LUCAS  DA STS V. PRUDENTE/SAPOPEMBA - TA-026/2020 A TA-028/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES JARDIM GUAIRACÁ;AMA - ESPECIALIDADES;JAN 2020;MÉDICO ANGIOLOGISTA;12;4;48;;4;;48;0
REDE ASSIST. D.A. V. PRUDENTE/S. LUCAS  DA STS V. PRUDENTE/SAPOPEMBA - TA-026/2020 A TA-028/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES JARDIM GUAIRACÁ;AMA - ESPECIALIDADES;JAN 2020;MÉDICO CARDIOLOGISTA;12;6;72;;6;;72;0
REDE ASSIST. D.A. V. PRUDENTE/S. LUCAS  DA STS V. PRUDENTE/SAPOPEMBA - TA-026/2020 A TA-028/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES JARDIM GUAIRACÁ;AMA - ESPECIALIDADES;JAN 2020;MÉDICO ENDOCRINOLOGISTA;12;6;72;;6;;72;0
REDE ASSIST. D.A. V. PRUDENTE/S. LUCAS  DA STS V. PRUDENTE/SAPOPEMBA - TA-026/2020 A TA-028/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES JARDIM GUAIRACÁ;AMA - ESPECIALIDADES;JAN 2020;MÉDICO NEFROLOGISTA;12;1;12;;1;;12;0
REDE ASSIST. D.A. V. PRUDENTE/S. LUCAS  DA STS V. PRUDENTE/SAPOPEMBA - TA-026/2020 A TA-028/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES JARDIM GUAIRACÁ;AMA - ESPECIALIDADES;JAN 2020;MÉDICO NEUROLOGISTA;12;4;48;;4;;48;0
REDE ASSIST. D.A. V. PRUDENTE/S. LUCAS  DA STS V. PRUDENTE/SAPOPEMBA - TA-026/2020 A TA-028/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES JARDIM GUAIRACÁ;AMA - ESPECIALIDADES;JAN 2020;MÉDICO NEUROLOGISTA PEDIÁTRICO;6;1;6;;1;;6;0
