DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;CAPS ADULTO III ITAIM BIBI;CAPS III ADULTO;SET 2020;ASSISTENTE SOCIAL;30;2;60;0;1;;30;-30
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;CAPS ADULTO III ITAIM BIBI;CAPS III ADULTO;SET 2020;ENFERMEIRO;30;1;30;1;;;30;0
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;CAPS ADULTO III ITAIM BIBI;CAPS III ADULTO;SET 2020;ENFERMEIRO;36;6;216;;6;;216;0
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;CAPS ADULTO III ITAIM BIBI;CAPS III ADULTO;SET 2020;ENFERMEIRO;40;2;80;;2;;80;0
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;CAPS ADULTO III ITAIM BIBI;CAPS III ADULTO;SET 2020;FARMACÊUTICO;36;2;72;;2;;72;0
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;CAPS ADULTO III ITAIM BIBI;CAPS III ADULTO;SET 2020;MÉDICO PSIQUIATRA;20;4;80;;4;;80;0
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;CAPS ADULTO III ITAIM BIBI;CAPS III ADULTO;SET 2020;PSICÓLOGO;40;5;200;0;4;;160;-40
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;CAPS ADULTO III ITAIM BIBI;CAPS III ADULTO;SET 2020;TERAPEUTA OCUPACIONAL;30;5;150;;5;;150;0
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;RESIDÊNCIA TERAPÊUTICA ITAIM BIBI I - MISTA;SRT I - SERVIÇO RESIDENCIAL TERAPÊUTICO I;SET 2020;ACOMPANHANTE COMUNITÁRIO;36;10;360;;10;;360;0
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;RESIDÊNCIA TERAPÊUTICA ITAIM BIBI I - MISTA;SRT I - SERVIÇO RESIDENCIAL TERAPÊUTICO I;SET 2020;SUPERVISOR DE EQUIPE;20;1;20;;1;;20;0
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;RESIDÊNCIA TERAPÊUTICA ITAIM BIBI II - MISTA;SRT I - SERVIÇO RESIDENCIAL TERAPÊUTICO I;SET 2020;ACOMPANHANTE COMUNITÁRIO;36;11;396;;11;;396;0
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;RESIDÊNCIA TERAPÊUTICA ITAIM BIBI II - MISTA;SRT I - SERVIÇO RESIDENCIAL TERAPÊUTICO I;SET 2020;SUPERVISOR DE EQUIPE;20;1;20;;1;;20;0
REDE ASSISTENCIAL DOS D.A. JPA,PINHEIROS,API,IBI  DA STS LAPA/PINHEIROS - TA-032/2020 A TA-036/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;RESIDÊNCIA TERAPÊUTICA ITAIM BIBI II - MISTA;SRT I - SERVIÇO RESIDENCIAL TERAPÊUTICO I;SET 2020;TÉCNICO DE ENFERMAGEM;40;1;40;;1;;40;0
