DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSISTENCIAL DA STS PENHA - TA-028/2020 A TA-029/2020;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA ALEXANDRE ZAIO;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;JUL 2020;ASSISTENTE SOCIAL;30;2;60;;2;;60;0
REDE ASSISTENCIAL DA STS PENHA - TA-028/2020 A TA-029/2020;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA ALEXANDRE ZAIO;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;JUL 2020;ENFERMEIRO;36;11;396;;11;;396;0
REDE ASSISTENCIAL DA STS PENHA - TA-028/2020 A TA-029/2020;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA ALEXANDRE ZAIO;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;JUL 2020;ENFERMEIRO PLANTONISTA 12/36;12;11;132;;11;;132;0
REDE ASSISTENCIAL DA STS PENHA - TA-028/2020 A TA-029/2020;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA ALEXANDRE ZAIO;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;JUL 2020;MÉDICO CLÍNICO;12;49;588;;;49;588;0
REDE ASSISTENCIAL DA STS PENHA - TA-028/2020 A TA-029/2020;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA ALEXANDRE ZAIO;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;JUL 2020;MÉDICO CLÍNICO;6;14;84;;;14;84;0
REDE ASSISTENCIAL DA STS PENHA - TA-028/2020 A TA-029/2020;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA ALEXANDRE ZAIO;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;JUL 2020;MÉDICO CLÍNICO NOTURNO;12;35;420;;;35;420;0
REDE ASSISTENCIAL DA STS PENHA - TA-028/2020 A TA-029/2020;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA ALEXANDRE ZAIO;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;JUL 2020;MÉDICO PEDIATRA;12;28;336;;;28;336;0
REDE ASSISTENCIAL DA STS PENHA - TA-028/2020 A TA-029/2020;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA ALEXANDRE ZAIO;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;JUL 2020;MÉDICO PEDIATRA NOTURNO;12;28;336;;;28;336;0
REDE ASSISTENCIAL DA STS PENHA - TA-028/2020 A TA-029/2020;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA ENGENHEIRO GOULART - DR. JOSÉ PIRES;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;JUL 2020;ASSISTENTE SOCIAL;30;1;30;;1;;30;0
REDE ASSISTENCIAL DA STS PENHA - TA-028/2020 A TA-029/2020;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA ENGENHEIRO GOULART - DR. JOSÉ PIRES;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;JUL 2020;ENFERMEIRO;36;12;432;;12;;432;0
