DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSISTENCIAL DA STS CAPELA DO SOCORRO - TA-053/2020 A TA-063/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA ESPECIALIDADES JARDIM ICARAÍ;AMA - ESPECIALIDADES;OUT 2020;ASSISTENTE SOCIAL;30;2;60;;2;;60;0
REDE ASSISTENCIAL DA STS CAPELA DO SOCORRO - TA-053/2020 A TA-063/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA ESPECIALIDADES JARDIM ICARAÍ;AMA - ESPECIALIDADES;OUT 2020;ENFERMEIRO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS CAPELA DO SOCORRO - TA-053/2020 A TA-063/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA ESPECIALIDADES JARDIM ICARAÍ;AMA - ESPECIALIDADES;OUT 2020;ENFERMEIRO;36;2;72;;2;;72;0
REDE ASSISTENCIAL DA STS CAPELA DO SOCORRO - TA-053/2020 A TA-063/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA ESPECIALIDADES JARDIM ICARAÍ;AMA - ESPECIALIDADES;OUT 2020;FARMACÊUTICO;36;1;36;;1;;36;0
REDE ASSISTENCIAL DA STS CAPELA DO SOCORRO - TA-053/2020 A TA-063/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA ESPECIALIDADES JARDIM ICARAÍ;AMA - ESPECIALIDADES;OUT 2020;MÉDICO ENDOCRINOLOGISTA;12;6;72;;5;;60;-12
REDE ASSISTENCIAL DA STS CAPELA DO SOCORRO - TA-053/2020 A TA-063/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA ESPECIALIDADES JARDIM ICARAÍ;AMA - ESPECIALIDADES;OUT 2020;MÉDICO NEUROLOGISTA;12;6;72;;6;;72;0
REDE ASSISTENCIAL DA STS CAPELA DO SOCORRO - TA-053/2020 A TA-063/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA ESPECIALIDADES JARDIM ICARAÍ;AMA - ESPECIALIDADES;OUT 2020;MÉDICO OFTALMOLOGISTA;12;6;72;;6;;72;0
REDE ASSISTENCIAL DA STS CAPELA DO SOCORRO - TA-053/2020 A TA-063/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA ESPECIALIDADES JARDIM ICARAÍ;AMA - ESPECIALIDADES;OUT 2020;MÉDICO ORTOPEDISTA E TRAUMATOLOGISTA;12;11;132;;11;;132;0
REDE ASSISTENCIAL DA STS CAPELA DO SOCORRO - TA-053/2020 A TA-063/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA ESPECIALIDADES JARDIM ICARAÍ;AMA - ESPECIALIDADES;OUT 2020;MÉDICO UROLOGISTA;12;6;72;;5;;60;-12
REDE ASSISTENCIAL DA STS CAPELA DO SOCORRO - TA-053/2020 A TA-063/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA/UBS INTEGRADA JARDIM CASTRO ALVES;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;OUT 2020;ENFERMEIRO;36;5;180;;4;;144;-36
