DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSISTENCIAL DAS STS ITAQUERA / GUAIANASES / C.TIRADENTES - TA-039/2020;CASA DE SAÚDE SANTA MARCELINA;AMA ESPECIALIDADES ITAQUERA;AMA - ESPECIALIDADES;MAR 2020;ASSISTENTE SOCIAL;30;2;60;;2;;60;0
REDE ASSISTENCIAL DAS STS ITAQUERA / GUAIANASES / C.TIRADENTES - TA-039/2020;CASA DE SAÚDE SANTA MARCELINA;AMA ESPECIALIDADES ITAQUERA;AMA - ESPECIALIDADES;MAR 2020;ENFERMEIRO;36;4;144;;5;;180;36
REDE ASSISTENCIAL DAS STS ITAQUERA / GUAIANASES / C.TIRADENTES - TA-039/2020;CASA DE SAÚDE SANTA MARCELINA;AMA ESPECIALIDADES ITAQUERA;AMA - ESPECIALIDADES;MAR 2020;FARMACÊUTICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DAS STS ITAQUERA / GUAIANASES / C.TIRADENTES - TA-039/2020;CASA DE SAÚDE SANTA MARCELINA;AMA ESPECIALIDADES ITAQUERA;AMA - ESPECIALIDADES;MAR 2020;MÉDICO ANGIOLOGISTA;12;5;60;;3;;36;-24
REDE ASSISTENCIAL DAS STS ITAQUERA / GUAIANASES / C.TIRADENTES - TA-039/2020;CASA DE SAÚDE SANTA MARCELINA;AMA ESPECIALIDADES ITAQUERA;AMA - ESPECIALIDADES;MAR 2020;MÉDICO ANGIOLOGISTA;24;;;;1;;24;24
REDE ASSISTENCIAL DAS STS ITAQUERA / GUAIANASES / C.TIRADENTES - TA-039/2020;CASA DE SAÚDE SANTA MARCELINA;AMA ESPECIALIDADES ITAQUERA;AMA - ESPECIALIDADES;MAR 2020;MÉDICO CARDIOLOGISTA;36;;;;1;;36;36
REDE ASSISTENCIAL DAS STS ITAQUERA / GUAIANASES / C.TIRADENTES - TA-039/2020;CASA DE SAÚDE SANTA MARCELINA;AMA ESPECIALIDADES ITAQUERA;AMA - ESPECIALIDADES;MAR 2020;MÉDICO CARDIOLOGISTA;12;5;60;;2;;24;-36
REDE ASSISTENCIAL DAS STS ITAQUERA / GUAIANASES / C.TIRADENTES - TA-039/2020;CASA DE SAÚDE SANTA MARCELINA;AMA ESPECIALIDADES ITAQUERA;AMA - ESPECIALIDADES;MAR 2020;MÉDICO DERMATOLOGISTA;12;3;36;;1;;12;-24
REDE ASSISTENCIAL DAS STS ITAQUERA / GUAIANASES / C.TIRADENTES - TA-039/2020;CASA DE SAÚDE SANTA MARCELINA;AMA ESPECIALIDADES ITAQUERA;AMA - ESPECIALIDADES;MAR 2020;MÉDICO DERMATOLOGISTA;24;;;;1;;24;24
REDE ASSISTENCIAL DAS STS ITAQUERA / GUAIANASES / C.TIRADENTES - TA-039/2020;CASA DE SAÚDE SANTA MARCELINA;AMA ESPECIALIDADES ITAQUERA;AMA - ESPECIALIDADES;MAR 2020;MÉDICO ENDOCRINOLOGISTA;12;4;48;;5;;60;12
