DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA JARDIM SÃO LUIZ;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO CLÍNICO;12;18;216;;18;;216;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA JARDIM SÃO LUIZ;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO PEDIATRA;12;12;144;;12;;144;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;ASSISTENTE SOCIAL;30;2;60;;2;;60;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;ENFERMEIRO;36;5;180;;5;;180;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO CLÍNICO;12;12;144;;12;;144;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO PEDIATRA;12;12;144;;12;;144;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;JAN 2020;EDUCADOR FISICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;JAN 2020;FISIOTERAPEUTA;20;2;40;;2;;40;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;JAN 2020;NUTRICIONISTA;40;1;40;;1;;40;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;JAN 2020;PSICÓLOGO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;JAN 2020;TERAPEUTA OCUPACIONAL;20;2;40;;2;;40;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;UBS MISTA;JAN 2020;AGENTE COMUNITÁRIO DE SAÚDE;40;40;1600;;40;;1600;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;UBS MISTA;JAN 2020;AUXILIAR DE SAÚDE BUCAL;40;3;120;;3;;120;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;UBS MISTA;JAN 2020;DENTISTA;40;3;120;;3;;120;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;UBS MISTA;JAN 2020;ENFERMEIRO;40;7;280;;7;;280;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;UBS MISTA;JAN 2020;FARMACÊUTICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;UBS MISTA;JAN 2020;MÉDICO GENERALISTA;40;7;280;;7;;280;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA JARDIM ALFREDO;UBS MISTA;JAN 2020;MÉDICO PSIQUIATRA;20;1;20;;1;;20;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA PARQUE FIGUEIRA GRANDE;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;ASSISTENTE SOCIAL;30;2;60;;2;;60;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA PARQUE FIGUEIRA GRANDE;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;ENFERMEIRO;36;5;180;;5;;180;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA PARQUE FIGUEIRA GRANDE;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO CLÍNICO;12;12;144;;12;;144;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA PARQUE FIGUEIRA GRANDE;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO PEDIATRA;12;12;144;;12;;144;0
REDE ASSISTENCIAL DO D.A. JARDIM SÃO LUIZ DA STS M'BOI MIRIM - TA-024/2020;ASSOCIAÇÃO COMUNITÁRIA MONTE AZUL;AMA/UBS INTEGRADA PARQUE FIGUEIRA GRANDE;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;JAN 2020;AGENTE COMUNITÁRIO DE SAÚDE;40;36;1440;;36;;1440;0
