DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSISTENCIAL DOS D.A. PER/LAPA/LEO/JAE/JAA DA STS LAPA/PINHEIROS - TA-039/2020 A TA-041/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA SOROCABANA;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;SET 2020;MÉDICO CIRURGIÃO GERAL;12;5;60;;5;;60;0
REDE ASSISTENCIAL DOS D.A. PER/LAPA/LEO/JAE/JAA DA STS LAPA/PINHEIROS - TA-039/2020 A TA-041/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA SOROCABANA;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;SET 2020;MÉDICO CLÍNICO;12;28;336;;28;;336;0
REDE ASSISTENCIAL DOS D.A. PER/LAPA/LEO/JAE/JAA DA STS LAPA/PINHEIROS - TA-039/2020 A TA-041/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA SOROCABANA;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;SET 2020;MÉDICO CLÍNICO NOTURNO;12;14;168;;14;;168;0
REDE ASSISTENCIAL DOS D.A. PER/LAPA/LEO/JAE/JAA DA STS LAPA/PINHEIROS - TA-039/2020 A TA-041/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA SOROCABANA;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;SET 2020;MÉDICO ORTOPEDISTA E TRAUMATOLOGISTA;12;7;84;;7;;84;0
REDE ASSISTENCIAL DOS D.A. PER/LAPA/LEO/JAE/JAA DA STS LAPA/PINHEIROS - TA-039/2020 A TA-041/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA SOROCABANA;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;SET 2020;MÉDICO PEDIATRA;12;14;168;;14;;168;0
REDE ASSISTENCIAL DOS D.A. PER/LAPA/LEO/JAE/JAA DA STS LAPA/PINHEIROS - TA-039/2020 A TA-041/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA SOROCABANA;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;SET 2020;MÉDICO PEDIATRA NOTURNO;12;14;168;;14;;168;0
REDE ASSISTENCIAL DOS D.A. PER/LAPA/LEO/JAE/JAA DA STS LAPA/PINHEIROS - TA-039/2020 A TA-041/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA SOROCABANA;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;SET 2020;SUPERVISOR DE EQUIPE;40;1;40;;1;;40;0
REDE ASSISTENCIAL DOS D.A. PER/LAPA/LEO/JAE/JAA DA STS LAPA/PINHEIROS - TA-039/2020 A TA-041/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA VILA PIAUÍ;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO CLÍNICO;12;6;72;;6;;72;0
REDE ASSISTENCIAL DOS D.A. PER/LAPA/LEO/JAE/JAA DA STS LAPA/PINHEIROS - TA-039/2020 A TA-041/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA VILA PIAUÍ;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO PEDIATRA;12;6;72;;6;;72;0
REDE ASSISTENCIAL DOS D.A. PER/LAPA/LEO/JAE/JAA DA STS LAPA/PINHEIROS - TA-039/2020 A TA-041/2020;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;AMA/UBS INTEGRADA VILA NOVA JAGUARÉ;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO CLÍNICO;12;12;144;;12;;144;0
