DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSIST. D.A. J.ÂNGELA DA STS M'BOI MIRIM E D.A.CAPÃO REDONDO DA STS C.LIMPO - TA-038/2020 A TA-040/2020;CEJAM - CENTRO DE ESTUDOS E PESQUISAS DR. JOÃO AMORIM;AMA CAPÃO REDONDO;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;AGO 2020;MÉDICO CLÍNICO;12;33;396;;33;;396;0
REDE ASSIST. D.A. J.ÂNGELA DA STS M'BOI MIRIM E D.A.CAPÃO REDONDO DA STS C.LIMPO - TA-038/2020 A TA-040/2020;CEJAM - CENTRO DE ESTUDOS E PESQUISAS DR. JOÃO AMORIM;AMA CAPÃO REDONDO;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;AGO 2020;MÉDICO CLÍNICO NOTURNO;12;21;252;;21;;252;0
REDE ASSIST. D.A. J.ÂNGELA DA STS M'BOI MIRIM E D.A.CAPÃO REDONDO DA STS C.LIMPO - TA-038/2020 A TA-040/2020;CEJAM - CENTRO DE ESTUDOS E PESQUISAS DR. JOÃO AMORIM;AMA CAPÃO REDONDO;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;AGO 2020;MÉDICO PEDIATRA;12;15;180;;15;;180;0
REDE ASSIST. D.A. J.ÂNGELA DA STS M'BOI MIRIM E D.A.CAPÃO REDONDO DA STS C.LIMPO - TA-038/2020 A TA-040/2020;CEJAM - CENTRO DE ESTUDOS E PESQUISAS DR. JOÃO AMORIM;AMA CAPÃO REDONDO;AMA 24H - ASSISTÊNCIA MÉDICA AMBULATORIAL 24 HORAS;AGO 2020;MÉDICO PEDIATRA NOTURNO;12;14;168;;14;;168;0
REDE ASSIST. D.A. J.ÂNGELA DA STS M'BOI MIRIM E D.A.CAPÃO REDONDO DA STS C.LIMPO - TA-038/2020 A TA-040/2020;CEJAM - CENTRO DE ESTUDOS E PESQUISAS DR. JOÃO AMORIM;AMA ESPECIALIDADES CAPÃO REDONDO;AMA - ESPECIALIDADES;AGO 2020;ASSISTENTE SOCIAL;30;2;60;;2;;60;0
REDE ASSIST. D.A. J.ÂNGELA DA STS M'BOI MIRIM E D.A.CAPÃO REDONDO DA STS C.LIMPO - TA-038/2020 A TA-040/2020;CEJAM - CENTRO DE ESTUDOS E PESQUISAS DR. JOÃO AMORIM;AMA ESPECIALIDADES CAPÃO REDONDO;AMA - ESPECIALIDADES;AGO 2020;ENFERMEIRO;40;1;40;;1;;40;0
REDE ASSIST. D.A. J.ÂNGELA DA STS M'BOI MIRIM E D.A.CAPÃO REDONDO DA STS C.LIMPO - TA-038/2020 A TA-040/2020;CEJAM - CENTRO DE ESTUDOS E PESQUISAS DR. JOÃO AMORIM;AMA ESPECIALIDADES CAPÃO REDONDO;AMA - ESPECIALIDADES;AGO 2020;ENFERMEIRO;36;3;108;;3;;108;0
REDE ASSIST. D.A. J.ÂNGELA DA STS M'BOI MIRIM E D.A.CAPÃO REDONDO DA STS C.LIMPO - TA-038/2020 A TA-040/2020;CEJAM - CENTRO DE ESTUDOS E PESQUISAS DR. JOÃO AMORIM;AMA ESPECIALIDADES CAPÃO REDONDO;AMA - ESPECIALIDADES;AGO 2020;MÉDICO ANGIOLOGISTA;12;5;60;;5;;60;0
REDE ASSIST. D.A. J.ÂNGELA DA STS M'BOI MIRIM E D.A.CAPÃO REDONDO DA STS C.LIMPO - TA-038/2020 A TA-040/2020;CEJAM - CENTRO DE ESTUDOS E PESQUISAS DR. JOÃO AMORIM;AMA ESPECIALIDADES CAPÃO REDONDO;AMA - ESPECIALIDADES;AGO 2020;MÉDICO CARDIOLOGISTA;12;6;72;;6;;72;0
REDE ASSIST. D.A. J.ÂNGELA DA STS M'BOI MIRIM E D.A.CAPÃO REDONDO DA STS C.LIMPO - TA-038/2020 A TA-040/2020;CEJAM - CENTRO DE ESTUDOS E PESQUISAS DR. JOÃO AMORIM;AMA ESPECIALIDADES CAPÃO REDONDO;AMA - ESPECIALIDADES;AGO 2020;MÉDICO DERMATOLOGISTA;12;3;36;;3;;36;0
REDE ASSIST. D.A. J.ÂNGELA DA STS M'BOI MIRIM E D.A.CAPÃO REDONDO DA STS C.LIMPO - TA-038/2020 A TA-040/2020;CEJAM - CENTRO DE ESTUDOS E PESQUISAS DR. JOÃO AMORIM;AMA ESPECIALIDADES CAPÃO REDONDO;AMA - ESPECIALIDADES;AGO 2020;MÉDICO ENDOCRINOLOGISTA;12;6;72;;6;;72;0
