DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSISTENCIAL DA STS V.MARIANA/JABAQUARA E DA STS IPIRANGA - TA-034/2020 A TA-037/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES VILA DAS MERCÊS;AMA - ESPECIALIDADES;MAI 2020;ASSISTENTE SOCIAL;30;2;60;;2;;60;0
REDE ASSISTENCIAL DA STS V.MARIANA/JABAQUARA E DA STS IPIRANGA - TA-034/2020 A TA-037/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES VILA DAS MERCÊS;AMA - ESPECIALIDADES;MAI 2020;ENFERMEIRO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS V.MARIANA/JABAQUARA E DA STS IPIRANGA - TA-034/2020 A TA-037/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES VILA DAS MERCÊS;AMA - ESPECIALIDADES;MAI 2020;ENFERMEIRO;36;2;72;;2;;72;0
REDE ASSISTENCIAL DA STS V.MARIANA/JABAQUARA E DA STS IPIRANGA - TA-034/2020 A TA-037/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES VILA DAS MERCÊS;AMA - ESPECIALIDADES;MAI 2020;MÉDICO CARDIOLOGISTA;12;6;72;;6;;72;0
REDE ASSISTENCIAL DA STS V.MARIANA/JABAQUARA E DA STS IPIRANGA - TA-034/2020 A TA-037/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES VILA DAS MERCÊS;AMA - ESPECIALIDADES;MAI 2020;MÉDICO CIRURGIÃO VASCULAR;12;4;48;;4;;48;0
REDE ASSISTENCIAL DA STS V.MARIANA/JABAQUARA E DA STS IPIRANGA - TA-034/2020 A TA-037/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES VILA DAS MERCÊS;AMA - ESPECIALIDADES;MAI 2020;MÉDICO ENDOCRINOLOGISTA;12;5;60;;5;;60;0
REDE ASSISTENCIAL DA STS V.MARIANA/JABAQUARA E DA STS IPIRANGA - TA-034/2020 A TA-037/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES VILA DAS MERCÊS;AMA - ESPECIALIDADES;MAI 2020;MÉDICO NEFROLOGISTA;12;1;12;;1;;12;0
REDE ASSISTENCIAL DA STS V.MARIANA/JABAQUARA E DA STS IPIRANGA - TA-034/2020 A TA-037/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES VILA DAS MERCÊS;AMA - ESPECIALIDADES;MAI 2020;MÉDICO NEUROLOGISTA;12;5;60;;5;;60;0
REDE ASSISTENCIAL DA STS V.MARIANA/JABAQUARA E DA STS IPIRANGA - TA-034/2020 A TA-037/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES VILA DAS MERCÊS;AMA - ESPECIALIDADES;MAI 2020;MÉDICO NEUROLOGISTA PEDIÁTRICO;12;1;12;;1;;12;0
REDE ASSISTENCIAL DA STS V.MARIANA/JABAQUARA E DA STS IPIRANGA - TA-034/2020 A TA-037/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA ESPECIALIDADES VILA DAS MERCÊS;AMA - ESPECIALIDADES;MAI 2020;MÉDICO ORTOPEDISTA E TRAUMATOLOGISTA;12;7;84;;7;;84;0
