DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO CLÍNICO;12;16;192;;5;13;216;24
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO PEDIATRA;12;12;144;;5;7;144;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;AGENTE COMUNITÁRIO DE SAÚDE;40;25;1000;;25;;1000;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;ASSISTENTE SOCIAL;30;1;30;;1;;30;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;DENTISTA;40;2;80;;2;;80;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;ENFERMEIRO;40;6;240;;6;;240;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;FARMACÊUTICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;MÉDICO GENERALISTA;40;5;200;;5;;200;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;SET 2020;EDUCADOR FISICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;SET 2020;FISIOTERAPEUTA;20;2;40;;2;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;SET 2020;FONOAUDIÓLOGO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;SET 2020;NUTRICIONISTA;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DA CONQUISTA III;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;SET 2020;PSICÓLOGO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DAS LARANJEIRAS;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO CLÍNICO;12;17;204;;8;10;216;12
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DAS LARANJEIRAS;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO PEDIATRA;12;12;144;;6;6;144;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DAS LARANJEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;ASSISTENTE SOCIAL;30;1;30;;1;;30;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DAS LARANJEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;DENTISTA;20;1;20;;1;;20;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DAS LARANJEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;DENTISTA;40;2;80;;2;;80;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DAS LARANJEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;ENFERMEIRO;40;6;240;;6;;240;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DAS LARANJEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;FARMACÊUTICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DAS LARANJEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;FISIOTERAPEUTA;20;1;20;;1;;20;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DAS LARANJEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;MÉDICO CLÍNICO;20;3;60;;2;;40;-20
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DAS LARANJEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;MÉDICO GINECOLOGISTA E OBSTETRA;20;2;40;1;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM DAS LARANJEIRAS;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;MÉDICO PEDIATRA;20;2;40;1;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO CLÍNICO;12;16;192;;11;8;228;36
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO PEDIATRA;12;12;144;;7;5;144;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;AGENTE COMUNITÁRIO DE SAÚDE;40;24;960;;15;;600;-360
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;ASSISTENTE SOCIAL;30;2;60;;2;;60;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;DENTISTA;20;2;40;;2;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;DENTISTA;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;ENFERMEIRO;40;7;280;;7;;280;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;FARMACÊUTICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;FISIOTERAPEUTA;20;1;20;;1;;20;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;MÉDICO CLÍNICO;20;5;100;;5;;100;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;MÉDICO GINECOLOGISTA E OBSTETRA;20;4;80;;3;;60;-20
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;MÉDICO PEDIATRA;20;4;80;;4;;80;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SANTO ANDRÉ;UBS - UNIDADE BÁSICA DE SAÚDE;SET 2020;PSICÓLOGO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO CLÍNICO;12;18;216;;9;10;228;12
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO PEDIATRA;12;12;144;;11;1;144;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;AGENTE COMUNITÁRIO DE SAÚDE;40;35;1400;;34;;1360;-40
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;ASSISTENTE SOCIAL;30;1;30;;1;;30;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;DENTISTA;40;4;160;;3;;120;-40
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;ENFERMEIRO;40;8;320;;8;;320;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;FARMACÊUTICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;MÉDICO GENERALISTA;40;7;280;;7;;280;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;SET 2020;MÉDICO GENERALISTA;30;;;;1;;30;30
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;SET 2020;ASSISTENTE SOCIAL;30;1;30;;1;;30;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;SET 2020;EDUCADOR FISICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;SET 2020;FISIOTERAPEUTA;30;1;30;;1;;30;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;SET 2020;MÉDICO ACUPUNTURISTA;30;1;30;;1;;30;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;SET 2020;NUTRICIONISTA;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;SET 2020;PSICÓLOGO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM SÃO FRANCISCO II;NASF - NÚCLEO DE APOIO À SAÚDE DA FAMÍLIA;SET 2020;TERAPEUTA OCUPACIONAL;20;1;20;;1;;20;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM TIETÊ I;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO CLÍNICO;12;18;216;;12;6;216;0
REDE ASSISTENCIAL DA STS SÃO MATEUS - TA-030/2020 A TA-031/2020;FUNDAÇÃO DO ABC ;AMA/UBS INTEGRADA JARDIM TIETÊ I;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;SET 2020;MÉDICO PEDIATRA;12;12;144;;6;6;144;0
