DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSIST. D.A. FOR,CAR,ARICANDUVA  DA STS MOO/ARI E D.A. SAPOPEMBA DA STS V. PRU/SAP - TA-036/2019 A TA-038/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA SAPOPEMBA;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO CLÍNICO;6;;;;1;;6;6
REDE ASSIST. D.A. FOR,CAR,ARICANDUVA  DA STS MOO/ARI E D.A. SAPOPEMBA DA STS V. PRU/SAP - TA-036/2019 A TA-038/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA SAPOPEMBA;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO CLÍNICO;12;18;216;;18;;216;0
REDE ASSIST. D.A. FOR,CAR,ARICANDUVA  DA STS MOO/ARI E D.A. SAPOPEMBA DA STS V. PRU/SAP - TA-036/2019 A TA-038/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA SAPOPEMBA;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO PEDIATRA;6;;;;1;;6;6
REDE ASSIST. D.A. FOR,CAR,ARICANDUVA  DA STS MOO/ARI E D.A. SAPOPEMBA DA STS V. PRU/SAP - TA-036/2019 A TA-038/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA SAPOPEMBA;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO PEDIATRA;12;11;132;;10;;120;-12
REDE ASSIST. D.A. FOR,CAR,ARICANDUVA  DA STS MOO/ARI E D.A. SAPOPEMBA DA STS V. PRU/SAP - TA-036/2019 A TA-038/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA/UBS INTEGRADA JARDIM ELBA - HUMBERTO GASTÃO BODRA;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO CLÍNICO;12;12;144;;13;;156;12
REDE ASSIST. D.A. FOR,CAR,ARICANDUVA  DA STS MOO/ARI E D.A. SAPOPEMBA DA STS V. PRU/SAP - TA-036/2019 A TA-038/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA/UBS INTEGRADA JARDIM ELBA - HUMBERTO GASTÃO BODRA;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO PEDIATRA;10;;;;1;;10;10
REDE ASSIST. D.A. FOR,CAR,ARICANDUVA  DA STS MOO/ARI E D.A. SAPOPEMBA DA STS V. PRU/SAP - TA-036/2019 A TA-038/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA/UBS INTEGRADA JARDIM ELBA - HUMBERTO GASTÃO BODRA;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;JAN 2020;MÉDICO PEDIATRA;12;8;96;;6;;72;-24
REDE ASSIST. D.A. FOR,CAR,ARICANDUVA  DA STS MOO/ARI E D.A. SAPOPEMBA DA STS V. PRU/SAP - TA-036/2019 A TA-038/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA/UBS INTEGRADA JARDIM ELBA - HUMBERTO GASTÃO BODRA;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;JAN 2020;AGENTE COMUNITÁRIO DE SAÚDE;40;29;1160;;28;;1120;-40
REDE ASSIST. D.A. FOR,CAR,ARICANDUVA  DA STS MOO/ARI E D.A. SAPOPEMBA DA STS V. PRU/SAP - TA-036/2019 A TA-038/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA/UBS INTEGRADA JARDIM ELBA - HUMBERTO GASTÃO BODRA;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;JAN 2020;AUXILIAR DE SAÚDE BUCAL;40;2;80;;2;;80;0
REDE ASSIST. D.A. FOR,CAR,ARICANDUVA  DA STS MOO/ARI E D.A. SAPOPEMBA DA STS V. PRU/SAP - TA-036/2019 A TA-038/2020;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMA/UBS INTEGRADA JARDIM ELBA - HUMBERTO GASTÃO BODRA;ESF - ESTRATÉGIA SAÚDE DA FAMILIA;JAN 2020;DENTISTA;40;2;80;;2;;80;0
