DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSISTENCIAL DA STS SANTO AMARO / CIDADE ADEMAR - TA-032/2020 A TA-035/2020;ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;AMA ESPECIALIDADES DR. VICENTE OCTÁVIO GUIDA - VILA CONSTÂNCIA ;AMA - ESPECIALIDADES;ABR 2020;ASSISTENTE SOCIAL;30;1;30;;2;;60;30
REDE ASSISTENCIAL DA STS SANTO AMARO / CIDADE ADEMAR - TA-032/2020 A TA-035/2020;ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;AMA ESPECIALIDADES DR. VICENTE OCTÁVIO GUIDA - VILA CONSTÂNCIA ;AMA - ESPECIALIDADES;ABR 2020;ENFERMEIRO;36;3;108;;3;;108;0
REDE ASSISTENCIAL DA STS SANTO AMARO / CIDADE ADEMAR - TA-032/2020 A TA-035/2020;ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;AMA ESPECIALIDADES DR. VICENTE OCTÁVIO GUIDA - VILA CONSTÂNCIA ;AMA - ESPECIALIDADES;ABR 2020;FARMACÊUTICO;10;;;;1;;10;10
REDE ASSISTENCIAL DA STS SANTO AMARO / CIDADE ADEMAR - TA-032/2020 A TA-035/2020;ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;AMA ESPECIALIDADES DR. VICENTE OCTÁVIO GUIDA - VILA CONSTÂNCIA ;AMA - ESPECIALIDADES;ABR 2020;FARMACÊUTICO;12;1;12;;1;;12;0
REDE ASSISTENCIAL DA STS SANTO AMARO / CIDADE ADEMAR - TA-032/2020 A TA-035/2020;ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;AMA ESPECIALIDADES DR. VICENTE OCTÁVIO GUIDA - VILA CONSTÂNCIA ;AMA - ESPECIALIDADES;ABR 2020;MÉDICO ACUPUNTURISTA;10;;;;1;;10;10
REDE ASSISTENCIAL DA STS SANTO AMARO / CIDADE ADEMAR - TA-032/2020 A TA-035/2020;ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;AMA ESPECIALIDADES DR. VICENTE OCTÁVIO GUIDA - VILA CONSTÂNCIA ;AMA - ESPECIALIDADES;ABR 2020;MÉDICO ACUPUNTURISTA;24;;;;1;;24;24
REDE ASSISTENCIAL DA STS SANTO AMARO / CIDADE ADEMAR - TA-032/2020 A TA-035/2020;ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;AMA ESPECIALIDADES DR. VICENTE OCTÁVIO GUIDA - VILA CONSTÂNCIA ;AMA - ESPECIALIDADES;ABR 2020;MÉDICO ACUPUNTURISTA;20;3;60;;1;;20;-40
REDE ASSISTENCIAL DA STS SANTO AMARO / CIDADE ADEMAR - TA-032/2020 A TA-035/2020;ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;AMA ESPECIALIDADES DR. VICENTE OCTÁVIO GUIDA - VILA CONSTÂNCIA ;AMA - ESPECIALIDADES;ABR 2020;MÉDICO ACUPUNTURISTA;6;;;;1;;6;6
REDE ASSISTENCIAL DA STS SANTO AMARO / CIDADE ADEMAR - TA-032/2020 A TA-035/2020;ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;AMA ESPECIALIDADES DR. VICENTE OCTÁVIO GUIDA - VILA CONSTÂNCIA ;AMA - ESPECIALIDADES;ABR 2020;MÉDICO ENDOCRINOLOGISTA;6;;;;1;;6;6
REDE ASSISTENCIAL DA STS SANTO AMARO / CIDADE ADEMAR - TA-032/2020 A TA-035/2020;ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;AMA ESPECIALIDADES DR. VICENTE OCTÁVIO GUIDA - VILA CONSTÂNCIA ;AMA - ESPECIALIDADES;ABR 2020;MÉDICO ENDOCRINOLOGISTA;8;;;;1;;8;8
